Title of Conference,Acronym,Source,Rank
International Conference on Information Security and Cryptography,SECRYPT,CORE2023,C
Machine Translation Summit,MT SUMMIT,CORE2023,C
"International Conference on Knowledge Science, Engineering and Management",KSEM,CORE2023,C
"International Conference on Broadband Communications, Networks and Systems",Broadnets,CORE2023,C
International Conference on Advanced Data Mining and Applications,ADMA,CORE2023,C
"International Symposium on Networks, Computers and Communications",ISNCC,CORE2023,C
International Colloquium on Theoretical Aspects of Computing,ICTAC,CORE2023,C
International Conference of the Immersive Learning Research Network,iLRN,CORE2023,C
"International Conference on Artificial Intelligence in Music, Sound, Art and Design",EvoMUSART,CORE2023,C
International Conference on Computational Creativity,ICCC,CORE2023,C
IEEE International Working Conference on Source Code Analysis and Manipulation,SCAM,CORE2023,C
Practice and Theory of Automated Timetabling,PATAT,CORE2023,C
International Symposium on Robotics Research,ISRR,CORE2023,C
Conference on Combinatorial Optimization and Applications,COCOA,CORE2023,C
International Conference on Database and Expert Systems Applications,DEXA,CORE2023,C
International Conference on Modelling and Simulation,ECMS,CORE2023,C
International Conference on Case-Based Reasoning,ICCBR,CORE2023,C
IEEE International Conference on High Performance Computing and Simulation,IEEE HPCS,CORE2023,C
"Pacific Asia Conference on Language, Information and Computation",PACLIC,CORE2023,C
Conference of the Pacific Association for Computational Linguistics,PACLING,CORE2023,C
Pacific Rim Knowledge Acquisition Workshop,PKAW,CORE2023,C
Summer Computer Simulation Conference,SCSC,CORE2023,C
International Conference on Software Engineering and Knowledge Engineering,SEKE,CORE2023,C
Winter Simulation Conference,WSC,CORE2023,C
Workshop on Constraint Satisfaction for Planning and Scheduling,COPLAS,CORE2023,C
The Theory and Application of Diagrams,DIAGRAMS,CORE2023,C
International Conference on Intelligent Text Processing and Computational Linguistics,CICLING,CORE2023,C
Innovative Applications in AI,IAAI,CORE2023,C
Robot Soccer World Cup,RoboCup,CORE2023,C
International Conference on Computer Analysis of Images and Patterns,CAIP,CORE2023,C
International Workshop on Multimedia Signal Processing,MMSP,CORE2023,C
Pacific-Rim Symposium on Image and Video Technology,PSIVT,CORE2023,C
Digital Audio Effects Conference,DAFX,CORE2023,C
IEEE International Conference on Visual Communications and Image Processing (was SPIE ... pre 2011),VCIP,CORE2023,C
International Conference on Information and Communications Security,ICICS,CORE2023,C
Information Security Practice and Experience Conference,ISPEC,CORE2023,C
International Conference on Provable Security,ProvSec,CORE2023,C
International Conference on Sequences and their Applications,SETA,CORE2023,C
Information Security Conference,ISC,CORE2023,C
Smart Card Research and Advanced Application Conference,CARDIS,CORE2023,C
IMA International Conference on Cryptography and Coding,IMACC,CORE2023,C
European Conference on Computational Biology,ECCB,CORE2023,C
Symposium on Advances in DB and Information Systems,ADBIS,CORE2023,C
Web and Big Data,APWEB,CORE2023,C
International Workshop on Data Warehousing and OLAP,DOLAP,CORE2023,C
International Database Engineering and Applications Symposium,IDEAS,CORE2023,C
International Symposium on String Processing and Information Retrieval,SPIRE,CORE2023,C
European Conference on Computational Biology,ECCB,CORE2023,C
Workshop on Job Scheduling Strategies for Parallel Processing,JSSPP,CORE2023,C
International Conference on Advances in Mobile Computing and Multimedia,MOMM,CORE2023,C
International Symposium on Computer Architecture and High Performance Computing,SBAC-PAD,CORE2023,C
Heterogeneity in Computing Workshop,HCW,CORE2023,C
Application of Concurrency to System Design,ACSD,CORE2023,C
International Conference on Ubiquitous Intelligence and Computing,UIC,CORE2023,C
IEEE International Performance Computing and Communications Conference,IPCCC,CORE2023,C
IEEE International Conference on High Performance Computing and Communications,HPCC,CORE2023,C
IEEE Symposium on Computers and Communications,ISCC,CORE2023,C
Computer Graphics International,CGI,CORE2023,C
International Conference on Cyberworlds (was International Symposium on Cyberworlds),CW,CORE2023,C
International Conference on Information Visualisation,IV,CORE2023,C
ACM Symposium on Solid and Physical Modelling,SPM,CORE2023,C
Annual International Workshop on Presence,ISPR,CORE2023,C
International Conference on Artificial Reality and Telexistance & Eurographics Symposium on Virtual Environments,EGVE,CORE2023,C
Eurographics Symposium on Parallel Graphics and Visualization,EGPGV,CORE2023,C
Association for Computer-Aided Architectural Design Research in Asia (CAADRIA) annual conference,CAADRIA,CORE2023,C
International Conference on Computers in Education,ICCE,CORE2023,C
"World Conference on Educational Multimedia, Hypermedia and Telecommunications ",ED-MEDIA,CORE2023,C
International Conference on Computer Supported Cooperative Work in Design,CSCWD,CORE2023,C
"ACM International Conference on Advances in Computer Entertainment (merged with DIMEA, Digital Interactive Media in Entertainment and Arts, in 2009)",ACE,CORE2023,C
ETHICOMP Conference,ETHICOMP,CORE2023,C
Asia-Pacific Software Engineering Conference,APSEC,CORE2023,C
IEEE International Symposium on High Assurance Systems Engineering,HASE,CORE2023,C
International Conference on Formal Engineering Methods,ICFEM,CORE2023,C
Practical Aspects of Declarative Languages,PADL,CORE2023,C
Pacific Rim International Symposium on Dependable Computing,PRDC,CORE2023,C
"Software Quality, Reliability, and Security (was International Conference on Quality Software, QSIC, that merged with SERE 2015)",QRS,CORE2023,C
Pattern Languages of Programs,PLOP,CORE2023,C
International Conference on Implementation and Application of Automata,CIAA,CORE2023,C
Developments in Language Theory,DLT,CORE2023,C
International Symposium on Information Theory and Its Applications,ISITA,CORE2023,C
"Machines, Computations and Universality (was Universal Machines and Computations)",MCU,CORE2023,C
Conference on Theory and Applications of Models of Computation,TAMC,CORE2023,C
"Workshop on Logic, Language, Information and Computation",WoLLIC,CORE2023,C
International Workshop on Combinatorial Algorithm,IWOCA,CORE2023,C
Geometry Modeling and Processing,GMP,CORE2023,C
Symposium of Asian Association for Algorithms and Computation,AAAC,CORE2023,C
Conference on Algorithmic Aspects in Information and Management,AAIM,CORE2023,C
"International Conference Abstract State Machines, Alloy, B, TLA, VDM, and Z (Previously International Conference of B and Z Users, ZB, changed in 2008)",ABZ,CORE2023,C
Applied Computing Conference,ACC,CORE2023,C
International Conference on Advances in Computer-Human Interactions,ACHI,CORE2023,C
International Conference on Affective Computing and Intelligent,ACII,CORE2023,C
International Conference on AD-HOC Networks and Wireless,ADHOC-NOW,CORE2023,C
Artificial Intelligence Applications and Innovations,AIAI,CORE2023,C
ACS/IEEE International Conference on Computer Systems and Applications,AICCSA,CORE2023,C
Asia Information Retrieval Symposium,AIRS,CORE2023,C
International Symposium on Algorithms and Experiments for  Wireless Networks,Algosensors,CORE2023,C
International Conference on the Simulation and Synthesis of Living Systems,ALIFE,CORE2023,C
European Conference on Ambient Intelligence,AmI,CORE2023,C
Asia Pacific Conference on Communications,APCC,CORE2023,C
Asia-Pacific Network Operations and Management Symposium,APNOMS,CORE2023,C
Conference of the Association of Asian-Pacific Operational Research Societies,APORS,CORE2023,C
Asia-Pacific Services Computing Conference,APSCC,CORE2023,C
IEEE Symposium on Computer Arithmetic,ARITH,CORE2023,C
International Symposium on Artificial Life and Robotics,AROB,CORE2023,C
Asia and South Pacific Design Automation Conference,ASPDAC,CORE2023,C
IEEE Automatic Speech Recognition and Understanding Workshop,ASRU,CORE2023,C
Automation of Software Test,AST,CORE2023,C
International Conference on Advanced and Trusted Computing (was International Conference on Autonomic and Trusted Computing),ATC,CORE2023,C
"Workshop on Algorithmic Approaches for Transportation Modelling, Optimization, and Systems",ATMOS,CORE2023,C
"IEEE/ACM International Conference on Big Data Computing, Applications and Technologies",BDCAT,CORE2023,C
International Conference on Image Analysis and Recognition,ICIAR,CORE2023,C
International Conference on Internet Computing in Science and Engineering,ICICSE,CORE2023,C
International Conference on Interactive Digital Storytelling (2008 merger of 'ICVS International Conference on Virtual Storytelling' and 'TIDSE Technology for Interactive Digital Storytelling'),ICIDS,CORE2023,C
International Conference on Internet Monitoring and Protection,ICIMP,CORE2023,C
IEEE/ACIS International Conference on Computer and Information Science,ICIS,CORE2023,C
International Conference on Image and Signal Processing,ICISP,CORE2023,C
International Conference on Internet and Web Applications and Services,ICIW,CORE2023,C
International Conference on Machine Learning and Applications,ICMLA,CORE2023,C
International Conference on Computing and Informatics,ICOCI,CORE2023,C
International Conference on Operations Research and Enterprise Systems,ICORES,CORE2023,C
International Conference on Smart homes and health Telematics,ICOST,CORE2023,C
International Conference on Optimization: Techniques And Applications,ICOTA,CORE2023,C
International Conference on Software Engineering Advances,ICSEA,CORE2023,C
International Conference on Systems Engineering,ICSEng,CORE2023,C
International Conference on Information and Communication Technologies for Ageing Well and e-Health,ICT4AWE,CORE2023,C
International Conference on Information and Communication Technologies and Development,ICTD,CORE2023,C
International Conference on Testing Software and Systems,ICTSS,CORE2023,C
International Conference on Computer Vision Systems,ICVS,CORE2023,C
International Conference on Informatics & Data-Driven Medicine,IDDM,CORE2023,C
International Conference on Intelligent Data Engineering and Automated Learning,IDEAL,CORE2023,C
International Conference on Industrial and Engineering Applications of Artificial Intelligence and Expert Systems,IEA/AIE,CORE2023,C
IEEE International Symposium on Adaptive Dynamic Programming and Reinforcement Learning,IEEE ADPRL,CORE2023,C
IEEE International Symposium on Artificial Life,IEEE Alife,CORE2023,C
IEEE Symposium on Computational Intelligence in Control and Automation,IEEE CICA,CORE2023,C
IEEE Symposium on Computational Intelligence in Cyber Security,IEEE CICS,CORE2023,C
IEEE Symposium on Computational Intelligence for Financial Engineering,IEEE CIFEr,CORE2023,C
IEEE Symposium on Computational intelligence for Multimedia Signal and Vision Processing,IEEE CIMSIVP,CORE2023,C
IEEE Symposium on Computational Intelligence for Security and Defence Applications,IEEE CISDA,CORE2023,C
IEEE International Conference on Intelligent Systems,IEEE IS,CORE2023,C
IEEE Swarm Intelligence Symposium,IEEE SIS,CORE2023,C
Intenational Environmental Modelling and Software Society,iEMSs,CORE2023,C
Asia Pacific Symposium on Intelligent and Evolutionary Systems (was Australia-Japan Joint Workshop on  Intelligent and Evolutionary Systems),IES,CORE2023,C
IFSA World Congress,IFSA,CORE2023,C
IEEE International Geoscience and Remote Sensing Symposium,IGARSS,CORE2023,C
Information Hiding and Multimedia Security Workshop,IH&MMSec,CORE2023,C
Information Integration and Web-based Applications and Services,IIWAS,CORE2023,C
International Joint Conference on Computational Intelligence,IJCCI,CORE2023,C
International Joint Conference on Rough Sets (2014 International Conference on Rough Sets and Current Trends in Computing joined with 3 others),IJCRS (was RSCTC),CORE2023,C
Information Visualisation Theory and Practice,InfVis,CORE2023,C
International Symposium on Innovations in Intelligent Systems and Applications,INISTA,CORE2023,C
International Network Optimization Conference,INOC,CORE2023,C
Informing Science and Information Technology Education,InSITE,CORE2023,C
IEEE International On-Line Testing Symposium,IOLTS,CORE2023,C
International Conference on Indoor Positioning and Indoor Navigation,IPIN,CORE2023,C
International Conference on Information Processing and Management of Uncertainty,IPMU,CORE2023,C
International Symposium on Autonomous Decentralized Systems,ISADS,CORE2023,C
Conference for the International Simulation and Gaming Association,ISAGA,CORE2023,C
International Symposium on Automation and Robotics in Construction,ISARC,CORE2023,C
Industrial Simulation Conference,ISC,CORE2023,C
ISC High Performance (was International Supercomputing Conference),ISC,CORE2023,C
International Symposium on Combinatorial Optimisation,ISCO,CORE2023,C
International Conference on Intelligent Systems Designs and Applications,ISDA,CORE2023,C
International Symposium on Grids and Clouds (was International Symposium on Grid Computing),ISGC,CORE2023,C
IEEE International Conference on Intelligence and Security Informatics,ISI,CORE2023,C
IEEE International Symposium on Multimedia,ISM,CORE2023,C
International Symposium on Foundations of Intelligent Systems,ISMIS,CORE2023,C
International Symposium on Memory Management,ISMM,CORE2023,C
International Symposium on Neural Networks,ISNN,CORE2023,C
"International Symposium on Leveraging Applications of Formal Methods, Verification and Validation",ISoLA,CORE2023,C
IEEE International Symposium on Real-Time Distributed Computing,ISORC,CORE2023,C
IEEE International Symposium on Parallel and Distributed Processing with Applications,ISPA,CORE2023,C
International Symposium on Parallel and Distributed Computing,ISPDC,CORE2023,C
International Symposium on Spatial Data Quality,ISSDQ,CORE2023,C
International Symposium on Technology and Society,ISTAS,CORE2023,C
Applications of Information Visualization,IV-App,CORE2023,C
Information Visualization in Biomedical Informatics,IVBI,CORE2023,C
International Workshop on Combinatorial Image Analysis: Theory and Applications,IWCIA,CORE2023,C
International Workshop on Digital Watermarking,IWDW,CORE2023,C
Joint Conference of the International Workshop on Software Measurement and the International Conference on Software Process and Product Measurement (IWSM and Mensura combined from 2007),IWSM Mensura,CORE2023,C
International Conference on the Statistical Analysis of Textual Data,JADT,CORE2023,C
International Conference on Legal Knowledge and Information Systems,JURIX,CORE2023,C
International Conference on Knowledge Engineering and Ontology Development,KEOD,CORE2023,C
International KES Conference on Agents and Multiagent systems - Technologies and Applications,KES AMSTA,CORE2023,C
KES International Symposium on Intelligent Decision Technologies,KES IDT,CORE2023,C
Knowledge Visualization and Visual Thinking,KV,CORE2023,C
"Latin-American Algorithms, Graphs and Optimization Symposium",LAGOS,CORE2023,C
IEEE LAN/MAN Workshop,LANMAN,CORE2023,C
International Conference on Language and Automata Theory and Applications,LATA,CORE2023,C
International Workshop on MultiAgent Based Simulation,MABS,CORE2023,C
MACIS: International Conference of Mathematical Aspects of Computer and Information Sciences,MACIS,CORE2023,C
International Conference on Model and Data Engineering,MEDI,CORE2023,C
International Conference on Formal Methods and Models for Co-Design,MEMOCODE,CORE2023,C
International Workshop on Modelling in Software Engineering,MISE,CORE2023,C
International Conference on Model-Driven Engineering and Software Development,MODELSWARD,CORE2023,C
International Conference on Managed Programming Languages and Runtimes (was ManLang and previously Principles and Practice of Programming in Java: PPPJ),MPLR,CORE2023,C
International Symposium on the Mathematical Theory of Networks and Systems,MTNS,CORE2023,C
Applications of Natural Language to Data Bases,NLDB,CORE2023,C
IFIP International Conference on Network and Parallel Computing,NPC,CORE2023,C
New Security Paradigms Workshop,NSPW,CORE2023,C
New Technologies Mobility and Security,NTMS,CORE2023,C
Onward Software Engineering,Onward,CORE2023,C
SIAM Conference on Optimization,OP,CORE2023,C
International Symposium on Open Collaboration (was International Symposiums on Wikis),OPENSYM,CORE2023,C
International Conference on Pairing-based Cryptography,Pairing,CORE2023,C
Parallel Computing,PARCO,CORE2023,C
International Picture Coding Symposium,PCS,CORE2023,C
"International Conference on Parallel and Distributed Computing, Applications and Technologies",PDCAT,CORE2023,C
"Euromicro International Conference on Parallel, Distributed and Network Based Processing",PDP,CORE2023,C
ACM SIGPLAN Workshop on Partial Evaluation and Program Manipulation,PEPM,CORE2023,C
Workshop on Programming Languages and Operating Systems,PLOS,CORE2023,C
International Conference on Principles and Practice of Declarative Programming,PPDP,CORE2023,C
International Workshop on Post-Quantum Cryptography,PQCrypto,CORE2023,C
IFIP Working Conferences on Virtual Enterprises,PRO-VE,CORE2023,C
Privacy in Statistical Databases,PSD,CORE2023,C
"Annual Conference on Privacy, Security and Trust",PST,CORE2023,C
International Conference on the Quality of Information and Communications Technology,QUATIC,CORE2023,C
International Conference on Relational and AlgebraicMethods in Computer Science (was International Conference on Relational Methods in Computer Science RelMiCS),RAMiCS,CORE2023,C
IEEE International Symposium on Rapid System Prototyping (was IEEE Symposium on Rapid Prototyping),RSP,CORE2023,C
"ACM Symposium on Access Control Models and Technologies (previously ACM Workshop on Role-Based Access Control, RBAC, changed in 2000)",SACMAT,CORE2023,C
"IFAC Symposium on Fault Detection, Supervision and Safety of Technical Processes",SAFEProcess,CORE2023,C
Simulation and Synthesis in Medical Imaging,SASHIMI,CORE2023,C
International Workshop on Software and Compilers for Embedded Systems,SCOPES,CORE2023,C
International Symposium on Spatial Data Handling,SDH,CORE2023,C
"ACIS Conference on Software Engineering Research, Management and Applications",SERA,CORE2023,C
IEEE Software Engineering Workshop,SEW,CORE2023,C
International Conference on Security of Information and Networks,SIN,CORE2023,C
"International Conference on Software Engineering, Artificial Intelligence, Networking and Parallel/Distributed Computing",SNPD,CORE2023,C
IEEE International Conference on Service-Oriented Computing and Applications,SOCA,CORE2023,C
"International Conference on Intelligent Software Methodologies, Tools, and Techniques (was International Conference on Software Methods and Tools)",SoMeT,CORE2023,C
Software Process Improvement and Capability Determination ,SPICE,CORE2023,C
International Conference on Software Quality Management,SQM,CORE2023,C
"Symposium on Stabilization, Safety, and Security of Distributed Systems",SSS,CORE2023,C
IFAC Conference on System Structure and Control,SSSC,CORE2023,C
International Conference on Tests and Proofs,TAP,CORE2023,C
IEEE Region 10 Conference,Tencon,CORE2023,C
"International Conference on Mobile Ubiquitous Computing, Systems, Services and Technologies",UBICOMM,CORE2023,C
International Conference on Unconventional Computation and Natural Computation (was International Conference on Unconventional Computation),UC,CORE2023,C
The International Conference on Verification and Evaluation of Computer and Communication Systems ,VECoS,CORE2023,C
Visual Information Communication and Interaction,VINCI,CORE2023,C
International Workshop on Visualization for Cyber Security,VizSec,CORE2023,C
International Workshop on Web and Wireless Geographical Information Systems,W2GIS,CORE2023,C
International Workshop on the Algorithmic Foundations of Robotics,WAFR,CORE2023,C
Workshop on the Arithmetic of Finite Fields,WAIFI,CORE2023,C
Workshop on Algorithms And Models For The Web Graph,WAW,CORE2023,C
Workshop on Computational Optimization,WCO,CORE2023,C
Wireless Days,WD,CORE2023,C
International Workshops on Enabling Technologies: Infrastructures for Collaborative Enterprises,WETICE,CORE2023,C
International Workshop on Functional and Constraint Logic Programming,WFLP,CORE2023,C
Workshop in Information Security Theory and Practices,WISTP,CORE2023,C
World Conference on Information Systems and Technologies,WorldCIST,CORE2023,C
The Claude Shannon Workshop on Coding and Cryptography,,CORE2018,C
3-D Digital Imaging and Modelling,3DIM,CORE2018,C
International Symposium on 3D Data Processing Visualization and Transmission,3DPVT,CORE2018,C
International Conference on 3G Mobile Communication Technologies,3G,CORE2018,C
International Workshop on Advanced Architectures and Algorithms for Internet Delivery and Applications,AAA-IDEA,CORE2018,C
Advanced Course on Artificial Intelligence,ACAI,CORE2018,C
"Workshop on Algorithms, Combinatorics, and Geometry",ACG,CORE2018,C
Algorithms and Complexity in Durham,ACID,CORE2018,C
"Workshop on Aspects, Components, and Patterns for Infrastructure Software",ACP4IS,CORE2018,C
Advances in Information Systems,ADVIS,CORE2018,C
Asia-Pacific Forum on Engineering and Technology Education,AFETE,CORE2018,C
"International Conference on Computer Graphics, Virtual Reality, Visualisation and Interaction in Africa",AFRIGRAPH,CORE2018,C
Artificial Intelligence and Applications Conference,AIA,CORE2018,C
Artificial Intelligence in Knowledge Management,AIKM,CORE2018,C
International Conference on Artificial Intelligence and Pattern Recognition,AIPR,CORE2018,C
Advances in Intelligent Systems,AIS,CORE2018,C
International Conference on Artificial Intelligence in Science and Technology,AISAT,CORE2018,C
Advances in the Theory of Computing,AITC,CORE2018,C
"SIAM Workshop on Algorithms for Listing, Counting, and Enumeration",ALICE,CORE2018,C
International Conference on Advanced Language Processing and Web Information Technology,ALPIT,CORE2018,C
Algebraic Methodology and Software Technology,AMAST,CORE2018,C
IEEE Symposium on Advanced Management of Information for Globalized Enterprises,AMIGE,CORE2018,C
Ambient Intelligence Developments,Aml.d,CORE2018,C
Asian International Mobile Computing Conference,AMOC,CORE2018,C
Asia International Conference on Modelling and Simulation,AMS,CORE2018,C
Conference on Artificial Neural Networks and Expert systems,ANNES,CORE2018,C
Aspect-Orientation Asia,AO-Asia,CORE2018,C
Internet Research,AOIR,CORE2018,C
Workshop on Aspect-Oriented Modelling,AOM,CORE2018,C
Asia Pacific Conference on Hardware Description Languages (was Asia Pacific CHipDesign Languages),APCHDL,CORE2018,C
Asia-Pacific Computer Human Interaction Conference,APCHI,CORE2018,C
Asia Pacific Decision Science Institute Conference,APDSI,CORE2018,C
Applied Perception in Graphics and Visualization,APGV,CORE2018,C
Joint Conference on Declarative Programming APPIA-GULP-PRODE,APPIA/GULP/PRODE,CORE2018,C
Asia Pacific Research Symposium on Accounting Information Systems,APRSAIS,CORE2018,C
Symposium on Assessment of Quality S/W Dev Tools,AQSDT,CORE2018,C
Workshop on Approximation and Randomization Algorithms in Communication Networks,ARACNE,CORE2018,C
Active and Real-Time Database Systems,ARTDB,CORE2018,C
Advanced Research in VLSI,ARVLSI,CORE2018,C
Asian Symposium on Computer Mathematics,ASCM,CORE2018,C
International Workshop on Abstract State Machines,ASM(W),CORE2018,C
ISCA Tutorial and Research Workshop Automatic Speech Recognition,ASR,CORE2018,C
Workshop on Ad Hoc and Ubiquitous computing,AUC,CORE2018,C
Apple University Consortium Academic and Developers Conference,AUCADC,CORE2018,C
International Atlantic Web Intelligence Conference,AWIC,CORE2018,C
IFIP International Conference on Broadband Communications,BC,CORE2018,C
International Workshop on Boolean Functions: Cryptography and Applications,BFCA,CORE2018,C
IFIP Conference on Biologically Inspired Collaborative Computing,BICC,CORE2018,C
Bioinformatics Visualization,BioViz,CORE2018,C
International Workshop on Business Process Design,BPD,CORE2018,C
International Workshop on Business Process Intelligence,BPI,CORE2018,C
"International Workshop on Business Process Modelling, Development, and Support",BPMDS,CORE2018,C
Visualisation in Built and Rural Environments,BuiltViz,CORE2018,C
International Workshop on C# and .NET Technologies,C#,CORE2018,C
International Conference on Creating Connecting and Collaborating through Computing,C5,CORE2018,C
Workshop on Computational and Conformal Geometry,CCG,CORE2018,C
International Command and Control Research and Technology Symposium ,CCRTS,CORE2018,C
"Intelligent Multimedia, Computing and Communications Technologies and Applications of the Future ",CCTAF,CORE2018,C
Constraint Databases and Applications,CDB,CORE2018,C
Computing in Education Group of Victoria Conference,CEG,CORE2018,C
International Workshop on Comparative Evaluation in Requirements Engineering,CERE,CORE2018,C
International Conference on Cybercrime Forensics Education and Training,CFET,CORE2018,C
"Conference on Computers, Freedom, and Privacy",CFP,CORE2018,C
Workshop on Computational Geometry and Applications,CGA,CORE2018,C
CGAL User Workshop,CGAL,CORE2018,C
Joint International Conference on CyberGames and Interactive Entertainment,CGIE,CORE2018,C
"International Conference Computer Graphics, Imaging and Visualization",CGIV,CORE2018,C
Conference on Graph Theory and Discrete Geometry,CGTDG,CORE2018,C
Annual Fall Workshop on Computational Geometry,CGW,CORE2018,C
Cultural Heritage Knowledge Visualisation,CHKV,CORE2018,C
International Conference on Communications in Computing,CIC,CORE2018,C
Conference of the Commission Internationale pour l'Etude et l'Amelioration de l'Enseignement des Mathematiques,CIEAEM,CORE2018,C
IEEE International Conference on Intelligence for Homeland Security and Personal Safety,CIHSPS,CORE2018,C
IEEE Symposium on Computational Intelligence in Image and Signal Processing,CIISP,CORE2018,C
"International Conference on Computational Intelligence for Modelling, Control and Automation",CIMCA,CORE2018,C
IEEE International Conference on Computational Intelligence for Measurement Systems and Applications,CIMSA,CORE2018,C
"International Conference on Computational Intelligence, Robotics and Autonomous Systems",CIRAS,CORE2018,C
International Symposium on Circuits and Systems,CIRSYS,CORE2018,C
International Conference on Computer Information Systems and Industrial Management Applications,CISIM,CORE2018,C
"International Conference Imaging Science, Systems and Technology",CISST,CORE2018,C
Challenges of Large Applications in Distributed Environments,CLADE,CORE2018,C
Joint Working Conference on Secure Information Networks: Communications and Multimedia Security,CMS,CORE2018,C
Coordinated and Multiple Views in Exploratory Visualization,CMV,CORE2018,C
IEEE International Workshop on Cellular Nanoscale Networks and Applications,CNNA,CORE2018,C
International Symposium on Cooperative Database Systems for Advanced Applications,CODAS,CORE2018,C
Committee on Data for Science and Technology,CODATA,CORE2018,C
International Symposium on Computer Design,COMPDES,CORE2018,C
Asia-Pacific Conference on Complex Systems,Complex,CORE2018,C
International Conference on Communication System Software and Middleware,COMSWARE,CORE2018,C
Conference on Algorithms and Hardware for Parallel Processing,CONPAR,CORE2018,C
International Conference on Computational Semiotics for Games and New Media,Cosign,CORE2018,C
Complex Objects Visualization Workshop,COV,CORE2018,C
Constraint Programming Day,CPD,CORE2018,C
Cryptography Policy and Algorithms Conference,CryPAC,CORE2018,C
ACM Annual Computer Science Conference,CSC,CORE2018,C
European Conference on Software Maintenance and Reengineering,CSMR,CORE2018,C
Computer Science Research Conference,CSRC,CORE2018,C
Computational Topology Workshop,CT,CORE2018,C
Computational Techniques and Applications Conference,CTAC,CORE2018,C
International Symposium on Collaborative Technologies and Systems,CTS,CORE2018,C
International Conference on Complex Systems,CxS,CORE2018,C
Discourse Anaphora and Anaphor Resolution Colloquium,DAARC,CORE2018,C
Digital Arts and Culture,DAC,CORE2018,C
Discrete and Algorithmic Geometry,DAG,CORE2018,C
"Symposium on Design, Analysis, and Simulation of Distributed Systems",DASD,CORE2018,C
Data Semantics in Web Information Systems,DASWIS,CORE2018,C
Design and Aesthetics in Visualisation,DAViz,CORE2018,C
Distributed Communities on the Web Workshop,Dcw,CORE2018,C
International Workshop on Domain Driven Data Mining,DDDM,CORE2018,C
"IEEE Information Theory Workshop on Detection, Estimation, Classification and Imaging",DECI,CORE2018,C
International Conference on Distributed Frameworks for Multimedia Applications,DFMA,CORE2018,C
Dynamic Graph Workshop,DGW,CORE2018,C
"Conference on Discrete Mathematics, Algebra and their Application",DIMA,CORE2018,C
DIMACS Workshop on Intrinsic Complexity of Computation,DIMACS Intrinsic,CORE2018,C
Internationale Tagung Wirtschaftsinformatik,DITW,CORE2018,C
"Discrete Models: Combinatorics, Computation and Geometry",DM-CCG,CORE2018,C
Design and Management of Data Warehouses,DMDW,CORE2018,C
Workshop on Research Issues in Data Mining and Knowledge Discovery,DMKD,CORE2018,C
